"Year","EventType","Actor1","Actor2","Country","Region","Location","ConflictLat","ConflictLong","StationID","YrMoDy","MaxTemp","StationName","StationLong","StationLat","TempCat"
2000,"Battles","Unidentified Armed Group (Liberia)","Military Forces of Guinea (1984-2008)","Guinea","Nzerekore","Seredou",8.89,-10.43,618290,20001207,93.9,"KANKAN",-9.3,10.38,"M"
2000,"Battles","Unidentified Armed Group (Liberia)","Military Forces of Guinea (1984-2008)","Guinea","Nzerekore","Tomandou",8.5,-10.3,618290,20001207,93.9,"KANKAN",-9.3,10.38,"M"
2000,"Battles","Unidentified Armed Group (Liberia)","Military Forces of Guinea (1984-2008)","Guinea","Kissidougou","Yende",8.58,-10.31,618290,20001207,93.9,"KANKAN",-9.3,10.38,"M"
2000,"Battles","Military Forces of Guinea (1984-2008)","Unidentified Armed Group (Liberia)","Guinea","Nzerekore","Kissidougou",9.18,-10.1,618290,20001207,93.9,"KANKAN",-9.3,10.38,"M"
2000,"Battles","Unidentified Armed Group (Liberia)","Military Forces of Guinea (1984-2008)","Guinea","Nzerekore","Kotouzou",8.85,-9.63,618290,20001207,93.9,"KANKAN",-9.3,10.38,"M"
2000,"Battles","Military Forces of Guinea (1984-2008)","Unidentified Armed Group (Liberia)","Guinea","Nzerekore","Guekedou",8.75,-10.3,618290,20001207,93.9,"KANKAN",-9.3,10.38,"M"
2000,"Battles","Military Forces of Guinea (1984-2008)","Unidentified Armed Group (Liberia)","Guinea","Nzerekore","Guekedou",8.75,-10.3,618290,20001207,93.9,"KANKAN",-9.3,10.38,"M"
2000,"Violence against civilians","Civilians (Guinea)","Unidentified Armed Group (Liberia)","Guinea","Nzerekore","Guekedou",8.75,-10.3,618290,20001207,93.9,"KANKAN",-9.3,10.38,"M"
2000,"Violence against civilians","RFDG: Rally of Democratic Forces of Guinea","Civilians (Liberia)","Guinea","Nzerekore","Guekedou",8.75,-10.3,618290,20001207,93.9,"KANKAN",-9.3,10.38,"M"
2000,"Violence against civilians","RUF: Revolutionary United Front of Sierra Leone","Civilians (Guinea)","Guinea","Nzerekore","Guekedou",8.75,-10.3,618290,20001207,93.9,"KANKAN",-9.3,10.38,"M"
2000,"Violence against civilians","Civilians (Guinea)","Unidentified Armed Group (Liberia)","Guinea","Nzerekore","Guekedou",8.75,-10.3,618290,20001207,93.9,"KANKAN",-9.3,10.38,"M"
2000,"Violence against civilians","Civilians (Guinea)","Unidentified Armed Group (Liberia)","Guinea","Nzerekore","Kissidougou",9.18,-10.1,618290,20001207,93.9,"KANKAN",-9.3,10.38,"M"
2000,"Violence against civilians","Unidentified Armed Group (Liberia)","Civilians (Refugees)","Guinea","Kissidougou","Yende",8.58,-10.31,618290,20001207,93.9,"KANKAN",-9.3,10.38,"M"
2000,"Violence against civilians","Unidentified Armed Group (Liberia)","Civilians (Refugees)","Guinea","Kissidougou","Yende",8.58,-10.31,618290,20001207,93.9,"KANKAN",-9.3,10.38,"M"
2000,"Violence against civilians","RFDG: Rally of Democratic Forces of Guinea","Civilians (Liberia)","Guinea","Nzerekore","Guekedou",8.75,-10.3,618290,20001207,93.9,"KANKAN",-9.3,10.38,"M"
2000,"Violence against civilians","Civilians (Guinea)","Unidentified Armed Group (Liberia)","Guinea","Nzerekore","Guekedou",8.75,-10.3,618290,20001207,93.9,"KANKAN",-9.3,10.38,"M"
2000,"Violence against civilians","RUF: Revolutionary United Front of Sierra Leone","Civilians (Guinea)","Guinea","Nzerekore","Guekedou",8.75,-10.3,618290,20001207,93.9,"KANKAN",-9.3,10.38,"M"
2000,"Violence against civilians","Civilians (Guinea)","Unidentified Armed Group (Liberia)","Guinea","Nzerekore","Guekedou",8.75,-10.3,618290,20001207,93.9,"KANKAN",-9.3,10.38,"M"
1997,"Battles","Protesters","ULIMO J","Liberia","Grand Cape Mount","Baloma",7.25,-11.22,618340,19970306,94.09,"KISSIDOUGOU",-10.13,9.41,"H"
1998,"Riots","Protesters (Guinea)","Police Forces of Guinea (1984-2008)","Guinea","Kankan","Kankan",10.38,-9.3,618290,19981220,94.09,"KANKAN",-9.3,10.38,"M"
1999,"Battles","ECOMOG: Economic Community of West African States Monitoring Group (Sierra Leone)","RUF: Revolutionary United Front of Sierra Leone","Guinea","Kindia","Pamalap",9.18,-12.97,618320,19990405,94.09,"CONAKRY/GBESSIA",-13.61,9.56,"H"
1999,"Violence against civilians","Civilians (Guinea)","Unidentified Armed Group (Liberia)","Guinea","Kindia","Lafanyi",9.56,-13.21,618320,19990515,94.09,"CONAKRY/GBESSIA",-13.61,9.56,"H"
2001,"Battles","Military Forces of Liberia (1997-2003)","Military Forces of Guinea (1984-2008)","Liberia","Lofa County","Kolahun",8.28,-10.08,618490,20010308,94.09,"NZEREKORE",-8.3,7.75,"H"
2001,"Battles","Military Forces of Liberia (1997-2003)","Military Forces of Guinea (1984-2008)","Liberia","Lofa County","Voinjama",8.42,-9.74,618490,20010308,94.09,"NZEREKORE",-8.3,7.75,"H"
2001,"Battles","Military Forces of Liberia (1997-2003)","Military Forces of Guinea (1984-2008)","Liberia","Lofa County","Voinjama",8.42,-9.74,618490,20010308,94.09,"NZEREKORE",-8.3,7.75,"H"
2001,"Battles","Military Forces of Liberia (1997-2003)","Military Forces of Guinea (1984-2008)","Liberia","","Malema",8.38,-9.75,618490,20010308,94.09,"NZEREKORE",-8.3,7.75,"H"
2001,"Riots","Protesters (Gambia)","","Gambia","Banjul","Banjul",13.45,-16.57,617010,20010503,94.09,"BANJUL/YUNDUM",-16.63,13.19,"M"
2003,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Nimba","Ganta",7.23,-8.98,655600,20030409,94.09,"DALOA",-6.46,6.86,"M"
2003,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Nimba","Ganta",7.23,-8.98,655600,20030409,94.09,"DALOA",-6.46,6.86,"M"
2003,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Nimba","Ganta",7.23,-8.98,655600,20030409,94.09,"DALOA",-6.46,6.86,"M"
2003,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Nimba","Ganta",7.23,-8.98,655600,20030412,94.09,"DALOA",-6.46,6.86,"M"
2003,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Nimba","Ganta",7.23,-8.98,655600,20030412,94.09,"DALOA",-6.46,6.86,"M"
2006,"Battles","Military Forces of Guinea (1984-2008)","UFDG: Union of Democratic Forces of Guinea","Guinea","Nzerekore","Guekedou",8.75,-10.3,618330,20060220,94.09,"FARANAH/BADALA",-10.75,10.03,"M"
2006,"Riots","Police Forces of Guinea (1984-2008)","Protesters (Guinea)","Guinea","Nzerekore","Guekedou",8.75,-10.3,618330,20060220,94.09,"FARANAH/BADALA",-10.75,10.03,"M"
2006,"Riots","Police Forces of Guinea (1984-2008)","Protesters (Guinea)","Guinea","Nzerekore","Guekedou",8.75,-10.3,618330,20060220,94.09,"FARANAH/BADALA",-10.75,10.03,"M"
2007,"Riots","Military Forces of Guinea (1984-2008)","Protesters (Guinea)","Guinea","Nzerekore","Nzerekore",7.74,-8.82,618490,20070129,94.09,"NZEREKORE",-8.3,7.75,"H"
2005,"Violence against civilians","Civilians (Senegal)","Police Forces of Gambia (1994-)","Gambia","Banjul","Banjul",13.45,-16.57,617010,20051216,94.3,"BANJUL/YUNDUM",-16.63,13.19,"M"
1997,"Battles","Protesters","ULIMO J","Liberia","Grand Cape Mount","Baloma",7.25,-11.22,618340,19970305,94.59,"KISSIDOUGOU",-10.13,9.41,"H"
1999,"Battles","Military Forces of Guinea (1984-2008)","RUF: Revolutionary United Front of Sierra Leone","Guinea","Kindia","Pamalap",9.18,-12.97,618320,19990315,95,"CONAKRY/GBESSIA",-13.61,9.56,"H"
2001,"Violence against civilians","Military Forces of Guinea (1984-2008)","Civilians (Guinea)","Liberia","Lofa County","Foya",8.27,-10.31,618490,20010129,95,"NZEREKORE",-8.3,7.75,"H"
2001,"Violence against civilians","Military Forces of Guinea (1984-2008)","Civilians (Liberia)","Liberia","Lofa County","Foya",8.27,-10.31,618490,20010129,95,"NZEREKORE",-8.3,7.75,"H"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Foya",8.27,-10.31,618490,20010413,95,"NZEREKORE",-8.3,7.75,"H"
2001,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Kolahun",8.28,-10.08,618490,20010413,95,"NZEREKORE",-8.3,7.75,"H"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Voinjama",8.42,-9.74,618490,20010413,95,"NZEREKORE",-8.3,7.75,"H"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Foya",8.27,-10.31,618490,20010413,95,"NZEREKORE",-8.3,7.75,"H"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Foya",8.27,-10.31,618490,20010413,95,"NZEREKORE",-8.3,7.75,"H"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Zorzor",7.77,-9.43,618490,20010413,95,"NZEREKORE",-8.3,7.75,"H"
2001,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Kolahun",8.28,-10.08,618490,20010413,95,"NZEREKORE",-8.3,7.75,"H"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Kolahun",8.28,-10.08,618490,20010413,95,"NZEREKORE",-8.3,7.75,"H"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Kolahun",8.28,-10.08,618490,20010413,95,"NZEREKORE",-8.3,7.75,"H"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Kolahun",8.28,-10.08,618490,20010413,95,"NZEREKORE",-8.3,7.75,"H"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Vahun",8.06,-10.5,618490,20010413,95,"NZEREKORE",-8.3,7.75,"H"
2001,"Violence against civilians","LURD: Liberians for Reconciliation and Democracy","Civilians (Liberia)","Liberia","Lofa County","Kolahun",8.28,-10.08,618490,20010413,95,"NZEREKORE",-8.3,7.75,"H"
2001,"Violence against civilians","LURD: Liberians for Reconciliation and Democracy","Civilians (Liberia)","Liberia","Lofa County","Kolahun",8.28,-10.08,618490,20010413,95,"NZEREKORE",-8.3,7.75,"H"
2001,"Violence against civilians","Civilians (Liberia)","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Lofa County",7.91,-10,618490,20010413,95,"NZEREKORE",-8.3,7.75,"H"
2007,"Riots","","Protesters (Guinea)","Guinea","Labe","Labe",11.31,-12.28,618200,20070129,95,"MAMOU",-12.08,10.36,"H"
2007,"Riots","","Protesters (Guinea)","Guinea","Mamou","Pita",11.08,-12.39,618200,20070129,95,"MAMOU",-12.08,10.36,"H"
2007,"Battles","Military Forces of Guinea (1984-2008)","Mutiny of Military Forces of Guinea (1984-2008)","Guinea","Kankan","Kanfamoriyah",10.38,-9.3,618290,20070430,95,"KANKAN",-9.3,10.38,"M"
2007,"Battles","Military Forces of Guinea (1984-2008)","Mutiny of Military Forces of Guinea (1984-2008)","Guinea","Faranah","Faranah",10.02,-10.72,618330,20070430,95,"FARANAH/BADALA",-10.75,10.03,"M"
2008,"Violence against civilians","Unidentified Armed Group (Liberia)","Civilians (Liberia)","Liberia","Bong","Bong",6.61,-9.19,655600,20080409,95,"DALOA",-6.46,6.86,"H"
2010,"Battles","Guerze Ethnic Militia (Guinea)","Malinke Ethnic Militia (Guinea)","Guinea","Nzerekore","Nzerekore",7.75,-8.81,656600,20100206,95,"ROBERTS FIELD",-10.35,6.25,"H"
2010,"Battles","Guerze Ethnic Militia (Guinea)","Malinke Ethnic Militia (Guinea)","Guinea","Nzerekore","Nzerekore",7.75,-8.81,656600,20100207,95,"ROBERTS FIELD",-10.35,6.25,"H"
2001,"Battles","Military Forces of Guinea (2008-)","RUF: Revolutionary United Front of Sierra Leone","Guinea","Kankan","Soroko",10.1,-8.77,618290,20010128,95.4,"KANKAN",-9.3,10.38,"M"
2001,"Violence against civilians","Civilians (Refugees)","Unidentified Armed Group (Sierra Leone)","Guinea","Nzerekore","Kissidougou",9.18,-10.1,618290,20010128,95.4,"KANKAN",-9.3,10.38,"M"
2001,"Violence against civilians","Civilians (Refugees)","Military Forces of Guinea (1984-2008)","Guinea","Nzerekore","Kissidougou",9.18,-10.1,618290,20010128,95.4,"KANKAN",-9.3,10.38,"M"
2001,"Violence against civilians","Civilians (Refugees)","Unidentified Armed Group (Sierra Leone)","Guinea","Nzerekore","Guekedou",8.75,-10.3,618290,20010128,95.4,"KANKAN",-9.3,10.38,"M"
2001,"Violence against civilians","Civilians (Refugees)","Unidentified Armed Group (Sierra Leone)","Guinea","Nzerekore","Guekedou",8.75,-10.3,618290,20010128,95.4,"KANKAN",-9.3,10.38,"M"
2001,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Boiboimai",8.31,-9.86,618330,20010204,95.4,"FARANAH/BADALA",-10.75,10.03,"M"
2001,"Battles","Military Forces of Guinea (1984-2008)","RUF: Revolutionary United Front of Sierra Leone","Guinea","Nzerekore","Guekedou",8.75,-10.3,618330,20010204,95.4,"FARANAH/BADALA",-10.75,10.03,"M"
2001,"Battles","Military Forces of Guinea (1984-2008)","RUF: Revolutionary United Front of Sierra Leone","Guinea","Guekedou","Tekoulo",8.46,-10.43,618330,20010204,95.4,"FARANAH/BADALA",-10.75,10.03,"M"
2001,"Battles","Military Forces of Guinea (1984-2008)","RUF: Revolutionary United Front of Sierra Leone","Guinea","Guekedou","Tekoulo",8.46,-10.43,618330,20010204,95.4,"FARANAH/BADALA",-10.75,10.03,"M"
2001,"Battles","Kamajor Militia (Sierra Leone)","Rally of Democratic Forces of Guinea","Guinea","Nzerekore","Guekedou",8.75,-10.3,618330,20010204,95.4,"FARANAH/BADALA",-10.75,10.03,"M"
2001,"Battles","Military Forces of Guinea (1984-2008)","Unidentified Armed Group (Guinea)","Guinea","Nzerekore","Guekedou",8.75,-10.3,618330,20010204,95.4,"FARANAH/BADALA",-10.75,10.03,"M"
2001,"Battles","Military Forces of Guinea (1984-2008)","RUF: Revolutionary United Front of Sierra Leone","Guinea","Guekedou","Kokouelassou",8.52,-9.93,618330,20010204,95.4,"FARANAH/BADALA",-10.75,10.03,"M"
2001,"Battles","Military Forces of Guinea (1984-2008)","RUF: Revolutionary United Front of Sierra Leone","Guinea","Guekedou","Kokouelassou",8.52,-9.93,618330,20010204,95.4,"FARANAH/BADALA",-10.75,10.03,"M"
2001,"Battles","Military Forces of Guinea (1984-2008)","Unidentified Armed Group (Guinea)","Guinea","Guekedou","Tanangue Zezou",8.75,-10.3,618330,20010204,95.4,"FARANAH/BADALA",-10.75,10.03,"M"
2001,"Violence against civilians","LURD: Liberians for Reconciliation and Democracy","Civilians (Liberia)","Liberia","Lofa County","Boiboimai",8.31,-9.86,618330,20010204,95.4,"FARANAH/BADALA",-10.75,10.03,"M"
2003,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Kwesua",8.44,-10.1,618290,20030108,95.5,"KANKAN",-9.3,10.38,"M"
2009,"Riots","Protesters (Guinea)","","Guinea","Labe","Labe",11.31,-12.27,616990,20090924,95.5,"KEDOUGOU",-12.21,12.56,"M"
2001,"Riots","APRC: Alliance for Patriotic Re-orientation and Construction (Gambia)","UDP: United Democratic Party (Gambia)","Gambia","","Soma",13.43,-15.53,616790,20011014,95.69,"KAOLACK",-16.06,14.13,"M"
2001,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Voinjama",8.42,-9.76,618490,20010228,95.9,"NZEREKORE",-8.3,7.75,"H"
2001,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Lofa County","Voinjama",8.42,-9.76,618490,20010228,95.9,"NZEREKORE",-8.3,7.75,"H"
2001,"Battles","Military Forces of Guinea (1984-2008)","Unidentified Armed Group (Guinea)","Guinea","Nzerekore","Nongoa",8.93,-10.1,618330,20010308,95.9,"FARANAH/BADALA",-10.75,10.03,"M"
2001,"Battles","Military Forces of Guinea (1984-2008)","Unidentified Armed Group (Guinea)","Guinea","Nzerekore","Nongoa",8.93,-10.1,618330,20010308,95.9,"FARANAH/BADALA",-10.75,10.03,"M"
2001,"Violence against civilians","Civilians (Guinea)","RUF: Revolutionary United Front of Sierra Leone","Guinea","Nzerekore","Guekedou",8.75,-10.3,618330,20010308,95.9,"FARANAH/BADALA",-10.75,10.03,"M"
2001,"Violence against civilians","Civilians (Guinea)","Unidentified Armed Group (Guinea)","Guinea","Nzerekore","Nongoa",8.93,-10.1,618330,20010308,95.9,"FARANAH/BADALA",-10.75,10.03,"M"
2001,"Violence against civilians","Civilians (Guinea)","Unidentified Armed Group (Guinea)","Guinea","Nzerekore","Nongoa",8.93,-10.1,618330,20010308,95.9,"FARANAH/BADALA",-10.75,10.03,"M"
2007,"Riots","Military Forces of Guinea (1984-2008)","Protesters (Guinea)","Guinea","Kankan","Siguirini",11.81,-10.05,612700,20070121,95.9,"KITA",-9.46,13.06,"M"
2009,"Riots","Protesters (Guinea)","","Guinea","Kankan","Siguirini",11.81,-10.05,612700,20091005,95.9,"KITA",-9.46,13.06,"M"
2000,"Battles","RUF: Revolutionary United Front of Sierra Leone","Military Forces of Guinea (1984-2008)","Guinea","Kankan","Tekoulo",11.02,-11.27,616990,20001201,96.3,"KEDOUGOU",-12.21,12.56,"M"
2003,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Nimba","Ganta",7.23,-8.98,655600,20030516,96.3,"DALOA",-6.46,6.86,"H"
2007,"Battles","Military Forces of Guinea (1984-2008)","Mutiny of Military Forces of Guinea (1984-2008)","Guinea","Labe","Labe",11.31,-12.28,618090,20070430,96.59,"LABE",-12.3,11.31,"H"
1999,"Violence against civilians","RUF: Revolutionary United Front of Sierra Leone","Civilians (Guinea)","Guinea","Kankan","Faranah",10.02,-10.72,618330,19990314,96.8,"FARANAH/BADALA",-10.75,10.03,"H"
2000,"Violence against civilians","Military Forces of Guinea (1984-2008)","Civilians (Sierra Leone)","Guinea","Conakry","Conakry",9.5,-13.71,618320,20000909,96.8,"CONAKRY/GBESSIA",-13.61,9.56,"H"
2000,"Violence against civilians","RUF: Revolutionary United Front of Sierra Leone","Civilians (Sierra Leone)","Guinea","Kindia","Pamalap",9.18,-12.97,618320,20000909,96.8,"CONAKRY/GBESSIA",-13.61,9.56,"H"
2001,"Violence against civilians","Civilians (Refugees)","Military Forces of Guinea (1984-2008)","Guinea","Kindia","Kindia",10.06,-12.85,618180,20010402,96.8,"KINDIA",-12.86,10.05,"H"
2001,"Battles","RUF: Revolutionary United Front of Sierra Leone","Military Forces of Guinea (1984-2008)","Guinea","Nzerekore","Maa",8.68,-10.38,618330,20010410,96.8,"FARANAH/BADALA",-10.75,10.03,"H"
2001,"Battles","RUF: Revolutionary United Front of Sierra Leone","Military Forces of Guinea (1984-2008)","Guinea","Nzerekore","Maa",8.68,-10.38,618330,20010410,96.8,"FARANAH/BADALA",-10.75,10.03,"H"
2001,"Battles","RUF: Revolutionary United Front of Sierra Leone","Military Forces of Guinea (1984-2008)","Guinea","Nzerekore","Maa",8.68,-10.38,618330,20010410,96.8,"FARANAH/BADALA",-10.75,10.03,"H"
2001,"Battles","RUF: Revolutionary United Front of Sierra Leone","Military Forces of Guinea (1984-2008)","Guinea","Nzerekore","Maa",8.68,-10.38,618330,20010410,96.8,"FARANAH/BADALA",-10.75,10.03,"H"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Vahun",8.06,-10.5,618330,20010410,96.8,"FARANAH/BADALA",-10.75,10.03,"H"
2001,"Battles","Military Forces of Liberia (1997-2003)","LURD: Liberians for Reconciliation and Democracy","Liberia","Lofa County","Foya",8.27,-10.31,618330,20010410,96.8,"FARANAH/BADALA",-10.75,10.03,"H"
2001,"Battles","RUF: Revolutionary United Front of Sierra Leone","Military Forces of Guinea (1984-2008)","Guinea","Nzerekore","Maa",8.68,-10.38,618330,20010410,96.8,"FARANAH/BADALA",-10.75,10.03,"H"
2001,"Battles","RUF: Revolutionary United Front of Sierra Leone","Military Forces of Guinea (1984-2008)","Guinea","Nzerekore","Maa",8.68,-10.38,618330,20010410,96.8,"FARANAH/BADALA",-10.75,10.03,"H"
2001,"Battles","Kamajor Militia (Sierra Leone)","RUF: Revolutionary United Front of Sierra Leone","Guinea","Guekedou","Maa",8.69,-10.37,618330,20010410,96.8,"FARANAH/BADALA",-10.75,10.03,"H"
